customer_id,total_calls,avg_service_time,total_service_time,avg_vru_time,avg_queue_time,total_hangs,avg_priority,first_call,last_call,hang_rate,customer_lifetime_days,cluster
14240956.0,3,39.67,119,5.33,30.67,2,1.0,1999-01-25,1999-11-22,66.67,301,0
14246730.0,1,217.0,217,5.0,111.0,0,1.0,1999-06-01,1999-06-01,0.0,0,0
14246755.0,3,71.33,214,4.67,69.0,1,2.0,1999-04-22,1999-05-11,33.33,19,2
14249031.0,1,5.0,5,5.0,37.0,0,2.0,1999-03-03,1999-03-03,0.0,0,2
14254312.0,17,114.35,1944,5.35,131.59,1,1.0,1999-06-10,1999-12-07,5.88,180,0
14260830.0,1,0.0,0,6.0,9.0,1,1.0,1999-05-09,1999-05-09,100.0,0,0
14262166.0,1,312.0,312,6.0,7.0,0,1.0,1999-02-15,1999-02-15,0.0,0,0
14264287.0,1,789.0,789,6.0,10.0,0,2.0,1999-07-26,1999-07-26,0.0,0,2
14264295.0,972,220.19,214022,5.67,102.28,24,2.0,1999-01-03,1999-12-30,2.47,361,2
14274708.0,10,204.3,2043,5.2,82.4,4,2.0,1999-01-04,1999-06-21,40.0,168,2
14291116.0,5,99.6,498,5.6,116.6,1,1.0,1999-05-02,1999-12-16,20.0,228,0
14294979.0,1,0.0,0,5.0,15.0,1,1.0,1999-05-23,1999-05-23,100.0,0,0
14305627.0,1,342.0,342,6.0,143.0,0,2.0,1999-05-13,1999-05-13,0.0,0,2
14311088.0,4,216.0,864,7.25,48.25,1,1.0,1999-02-22,1999-06-09,25.0,107,0
14312961.0,22,102.64,2258,5.5,60.45,1,2.0,1999-01-03,1999-11-11,4.55,312,2
14312995.0,5,198.8,994,5.8,90.4,1,1.0,1999-09-07,1999-12-22,20.0,106,0
14341523.0,1,0.0,0,5.0,9.0,1,2.0,1999-04-25,1999-04-25,100.0,0,2
14343107.0,2,0.0,0,5.5,18.0,2,0.0,1999-05-30,1999-07-21,100.0,52,0
14346852.0,17,58.06,987,5.12,82.94,4,1.0,1999-09-05,1999-12-30,23.53,116,0
14351209.0,33,155.03,5116,5.48,114.03,4,1.0,1999-11-22,1999-12-30,12.12,38,0
14353791.0,1,154.0,154,6.0,10.0,0,1.0,1999-01-03,1999-01-03,0.0,0,0
14355606.0,49,251.02,12300,5.69,100.76,11,2.0,1999-08-10,1999-12-27,22.45,139,2
14368641.0,11,88.73,976,5.09,110.73,2,1.0,1999-03-08,1999-11-22,18.18,259,0
14383913.0,2,91.5,183,5.5,22.5,0,2.0,1999-02-01,1999-11-21,0.0,293,2
14391908.0,1,45.0,45,5.0,23.0,0,2.0,1999-01-03,1999-01-03,0.0,0,2
14394597.0,3,89.0,267,4.33,27.33,1,1.0,1999-04-08,1999-04-08,33.33,0,0
14409098.0,3,35.67,107,4.67,31.33,2,1.0,1999-02-16,1999-09-02,66.67,198,0
14414726.0,27,78.52,2120,5.56,88.89,4,2.0,1999-01-13,1999-11-11,14.81,302,2
14424543.0,72,110.57,7961,5.6,118.07,19,1.0,1999-01-05,1999-12-13,26.39,342,0
14441737.0,1,0.0,0,5.0,35.0,1,1.0,1999-02-10,1999-02-10,100.0,0,0
14444475.0,2,118.5,237,5.0,259.0,0,1.0,1999-12-07,1999-12-09,0.0,2,0
14454193.0,1,219.0,219,5.0,89.0,0,2.0,1999-07-23,1999-07-23,0.0,0,2
14455000.0,44,46.52,2047,6.77,49.32,25,1.0,1999-01-04,1999-12-30,56.82,360,0
14466239.0,32,83.25,2664,5.47,95.72,0,2.0,1999-01-14,1999-09-29,0.0,258,2
14466247.0,7,127.14,890,5.57,112.29,1,2.0,1999-01-19,1999-03-24,14.29,64,2
14475784.0,16,129.31,2069,6.69,131.94,3,1.0,1999-01-18,1999-12-06,18.75,322,0
14478325.0,2,46.0,92,6.0,24.0,1,2.0,1999-01-20,1999-05-13,50.0,113,2
14504765.0,324,211.38,68486,5.63,129.52,15,2.0,1999-01-03,1999-12-30,4.63,361,2
14511398.0,5,109.8,549,4.4,44.4,0,2.0,1999-07-11,1999-11-09,0.0,121,2
14511968.0,11,202.45,2227,5.27,62.36,3,2.0,1999-02-10,1999-12-21,27.27,314,2
14522080.0,2,373.0,746,5.0,148.0,0,1.0,1999-11-08,1999-12-06,0.0,28,0
14534705.0,27,107.52,2903,5.63,58.85,6,1.0,1999-03-25,1999-12-12,22.22,262,0
14536841.0,9,177.67,1599,5.78,111.44,1,2.0,1999-07-15,1999-12-28,11.11,166,2
14545974.0,1,120.0,120,6.0,7.0,0,2.0,1999-05-10,1999-05-10,0.0,0,2
14547004.0,6,39.83,239,5.67,26.33,2,2.0,1999-02-17,1999-12-14,33.33,300,2
14558621.0,8,97.75,782,5.62,118.25,0,2.0,1999-01-21,1999-12-03,0.0,316,2
14558787.0,3,193.67,581,5.33,36.67,1,1.0,1999-08-25,1999-12-28,33.33,125,0
14563316.0,8,118.88,951,4.88,143.5,2,1.0,1999-07-05,1999-08-10,25.0,36,0
14608467.0,5,74.0,370,5.4,110.6,1,0.0,1999-02-28,1999-08-01,20.0,154,0
14631154.0,13,167.69,2180,5.54,139.85,4,2.0,1999-05-12,1999-12-30,30.77,232,2
14633861.0,1,0.0,0,5.0,13.0,1,2.0,1999-08-02,1999-08-02,100.0,0,2
14634240.0,4,119.75,479,5.5,25.25,1,2.0,1999-02-03,1999-11-02,25.0,272,2
14656789.0,29,95.48,2769,5.66,74.86,6,2.0,1999-02-08,1999-12-29,20.69,324,2
14675599.0,3,638.33,1915,5.67,24.67,0,2.0,1999-10-17,1999-12-12,0.0,56,2
14678718.0,5,341.6,1708,5.8,113.6,0,1.0,1999-02-23,1999-09-13,0.0,202,0
14682223.0,6,102.0,612,6.0,139.5,1,1.0,1999-05-11,1999-06-17,16.67,37,0
14688402.0,3,6.0,18,5.67,54.0,0,2.0,1999-03-02,1999-04-13,0.0,42,2
14688428.0,38,212.5,8075,5.45,143.58,6,1.0,1999-01-18,1999-12-27,15.79,343,0
14705479.0,7,194.86,1364,5.43,45.0,2,2.0,1999-01-14,1999-07-01,28.57,168,2
14707624.0,6,154.33,926,5.5,145.67,1,1.0,1999-03-24,1999-12-14,16.67,265,0
14710495.0,36,84.0,3024,5.78,91.39,10,1.0,1999-01-03,1999-11-17,27.78,318,0
14711071.0,15,118.8,1782,5.8,64.2,4,2.0,1999-03-22,1999-12-22,26.67,275,2
14711188.0,3,97.33,292,6.0,39.67,1,1.0,1999-02-07,1999-06-06,33.33,119,0
14718225.0,2,384.0,768,5.0,77.5,0,2.0,1999-01-06,1999-01-07,0.0,1,2
14731574.0,1,12.0,12,6.0,53.0,0,0.0,1999-12-09,1999-12-09,0.0,0,0
14737530.0,2,161.0,322,6.0,49.5,1,1.0,1999-08-25,1999-09-30,50.0,36,0
14738017.0,1,165.0,165,6.0,44.0,0,1.0,1999-09-27,1999-09-27,0.0,0,0
14738793.0,12,165.25,1983,6.83,66.25,1,2.0,1999-06-06,1999-09-13,8.33,99,2
14740062.0,4,118.5,474,6.0,78.0,1,1.0,1999-07-01,1999-11-16,25.0,138,0
14740799.0,2,145.0,290,4.5,376.0,0,1.0,1999-03-15,1999-06-27,0.0,104,0
14746671.0,1,121.0,121,5.0,46.0,0,1.0,1999-05-06,1999-05-06,0.0,0,0
14748289.0,1,112.0,112,5.0,136.0,0,1.0,1999-11-24,1999-11-24,0.0,0,0
14748297.0,4,81.5,326,3.5,18.5,1,2.0,1999-02-05,1999-03-30,25.0,53,2
14748826.0,6,0.67,4,3.5,126.5,5,1.0,1999-07-27,1999-07-28,83.33,1,0
14755003.0,27,232.56,6279,5.52,104.59,1,2.0,1999-01-20,1999-12-12,3.7,326,2
14762603.0,3,80.67,242,5.67,26.67,0,1.0,1999-02-16,1999-12-22,0.0,309,0
14767081.0,1,6.0,6,6.0,139.0,0,1.0,1999-07-15,1999-07-15,0.0,0,0
14767966.0,5,170.4,852,5.8,63.6,1,1.0,1999-05-25,1999-10-05,20.0,133,0
14775126.0,1,161.0,161,5.0,95.0,0,1.0,1999-06-25,1999-06-25,0.0,0,0
14788186.0,7,208.0,1456,16.86,20.71,2,2.0,1999-02-03,1999-07-07,28.57,154,2
14794648.0,9,59.22,533,5.0,200.33,2,2.0,1999-01-04,1999-09-17,22.22,256,2
14808802.0,1,0.0,0,6.0,27.0,1,1.0,1999-03-03,1999-03-03,100.0,0,0
14814206.0,11,138.91,1528,5.36,71.82,0,2.0,1999-01-20,1999-12-01,0.0,315,2
14820047.0,13,125.08,1626,4.15,97.69,3,2.0,1999-03-07,1999-12-29,23.08,297,2
14821771.0,6,110.0,660,5.33,170.33,0,1.0,1999-02-07,1999-10-12,0.0,247,0
14822365.0,1,129.0,129,6.0,61.0,0,1.0,1999-06-17,1999-06-17,0.0,0,0
14823900.0,14,283.93,3975,5.71,100.57,1,1.0,1999-01-13,1999-12-22,7.14,343,0
14841365.0,1,8.0,8,6.0,93.0,0,1.0,1999-04-29,1999-04-29,0.0,0,0
14849889.0,7,67.86,475,5.86,250.0,2,1.0,1999-01-04,1999-07-21,28.57,198,0
14863559.0,3,774.67,2324,5.33,161.67,0,2.0,1999-03-25,1999-12-30,0.0,280,2
14863773.0,9,87.11,784,5.56,149.89,5,1.0,1999-03-12,1999-06-21,55.56,101,0
14866248.0,19,126.26,2399,4.21,43.47,9,2.0,1999-03-14,1999-11-02,47.37,233,2
14872279.0,15,155.2,2328,5.27,53.4,1,2.0,1999-04-25,1999-11-03,6.67,192,2
14883318.0,1,97.0,97,5.0,3.0,0,2.0,1999-01-29,1999-01-29,0.0,0,2
14895296.0,5,166.4,832,5.2,59.0,0,1.0,1999-04-23,1999-11-30,0.0,221,0
14896872.0,4,122.5,490,4.75,101.5,1,1.0,1999-03-21,1999-04-27,25.0,37,0
14897755.0,2,64.0,128,4.0,52.0,1,1.0,1999-03-11,1999-03-11,50.0,0,0
14908727.0,6,414.0,2484,5.33,25.5,0,2.0,1999-01-19,1999-06-23,0.0,155,2
14918502.0,2,345.5,691,5.0,338.0,0,2.0,1999-05-03,1999-05-03,0.0,0,2
14940571.0,227,171.93,39029,7.91,105.63,50,1.0,1999-01-04,1999-12-31,22.03,361,0
14940944.0,4,272.0,1088,5.75,148.5,2,2.0,1999-04-04,1999-12-29,50.0,269,2
14941629.0,33,156.79,5174,5.58,83.39,3,2.0,1999-02-04,1999-12-22,9.09,321,2
14943849.0,6,144.5,867,5.5,130.0,0,1.0,1999-02-03,1999-11-02,0.0,272,0
14963334.0,33,133.3,4399,5.42,81.21,7,2.0,1999-01-10,1999-12-15,21.21,339,2
14971972.0,1,0.0,0,6.0,72.0,1,1.0,1999-03-04,1999-03-04,100.0,0,0
14971980.0,38,183.39,6969,5.76,85.71,2,2.0,1999-01-20,1999-12-27,5.26,341,2
14983837.0,5,458.0,2290,6.0,163.2,0,2.0,1999-03-26,1999-12-16,0.0,265,2
14990493.0,1,297.0,297,5.0,129.0,0,1.0,1999-06-09,1999-06-09,0.0,0,0
14991483.0,191,179.64,34312,5.7,92.98,20,2.0,1999-01-14,1999-12-30,10.47,350,2
14994883.0,4,68.25,273,5.25,58.0,1,2.0,1999-04-08,1999-08-31,25.0,145,2
14995666.0,131,266.46,34906,5.66,96.37,14,2.0,1999-05-03,1999-12-30,10.69,241,2
14997456.0,2,269.0,538,5.5,49.5,0,1.0,1999-01-04,1999-03-25,0.0,80,0
15100282.0,3,139.33,418,5.33,76.33,0,2.0,1999-08-05,1999-09-16,0.0,42,2
15104037.0,14,220.86,3092,5.79,49.21,1,2.0,1999-01-17,1999-10-25,7.14,281,2
15130032.0,6,70.67,424,5.0,52.67,2,2.0,1999-01-04,1999-07-04,33.33,181,2
15131295.0,3,31.0,93,4.67,192.33,1,0.0,1999-04-11,1999-05-18,33.33,37,0
15131311.0,2,84.5,169,5.5,32.0,0,2.0,1999-07-11,1999-10-07,0.0,88,2
15131352.0,4,111.5,446,5.75,180.25,2,1.0,1999-04-08,1999-04-08,50.0,0,0
15142946.0,3,353.67,1061,6.0,96.0,0,2.0,1999-03-28,1999-04-23,0.0,26,2
15149842.0,5,43.2,216,5.6,25.6,2,2.0,1999-11-04,1999-12-14,40.0,40,2
15153414.0,1,44.0,44,2.0,0.0,0,2.0,1999-05-29,1999-05-29,0.0,0,2
15153422.0,2,145.5,291,5.0,40.0,0,2.0,1999-06-29,1999-07-02,0.0,3,2
15153430.0,3,447.33,1342,5.67,46.33,1,2.0,1999-01-03,1999-01-13,33.33,10,2
15154149.0,4,456.75,1827,5.5,59.25,0,2.0,1999-04-08,1999-08-16,0.0,130,2
15156847.0,9,69.56,626,4.56,128.78,3,1.0,1999-01-06,1999-11-09,33.33,307,0
15157159.0,44,102.11,4493,5.75,87.86,14,1.0,1999-01-07,1999-12-30,31.82,357,0
15157456.0,5,214.2,1071,4.6,76.0,0,1.0,1999-08-23,1999-10-18,0.0,56,0
15158520.0,2,370.5,741,5.5,145.0,1,2.0,1999-03-21,1999-03-21,50.0,0,2
15167596.0,1,13.0,13,6.0,29.0,0,2.0,1999-07-05,1999-07-05,0.0,0,2
15189558.0,84,142.52,11972,5.69,88.38,6,2.0,1999-01-03,1999-12-30,7.14,361,2
15192297.0,9,296.67,2670,5.56,110.78,1,1.0,1999-01-13,1999-12-27,11.11,348,0
15193808.0,10,361.3,3613,5.3,98.3,1,2.0,1999-02-01,1999-09-21,10.0,232,2
15211444.0,4,105.5,422,5.5,201.25,0,1.0,1999-02-03,1999-12-12,0.0,312,0
15211501.0,2,90.5,181,5.5,163.0,1,1.0,1999-08-15,1999-12-08,50.0,115,0
15231210.0,13,35.31,459,5.08,70.15,9,1.0,1999-04-13,1999-12-09,69.23,240,0
15231905.0,9,110.67,996,5.44,92.78,1,2.0,1999-01-25,1999-11-28,11.11,307,2
15232663.0,2,33.5,67,2.5,39.0,0,2.0,1999-04-30,1999-04-30,0.0,0,2
15235377.0,12,59.17,710,5.33,46.0,4,1.0,1999-01-08,1999-12-23,33.33,349,0
15237449.0,6,73.33,440,4.5,182.67,3,1.0,1999-01-04,1999-11-25,50.0,325,0
15239015.0,9,212.22,1910,5.22,123.11,1,2.0,1999-04-11,1999-07-28,11.11,108,2
15239874.0,622,99.72,62024,5.68,83.19,60,2.0,1999-01-03,1999-12-30,9.65,361,2
15241045.0,1,116.0,116,6.0,2.0,0,2.0,1999-09-16,1999-09-16,0.0,0,2
15245996.0,34,194.5,6613,5.62,96.71,7,1.0,1999-01-17,1999-12-09,20.59,326,0
15247398.0,3,273.0,819,5.67,40.0,1,1.0,1999-06-16,1999-07-13,33.33,27,0
15247489.0,12,190.58,2287,5.17,84.25,0,2.0,1999-02-23,1999-11-04,0.0,254,2
15247588.0,399,122.39,48832,5.71,109.14,68,1.23,1999-07-21,1999-12-30,17.04,162,0
15249477.0,5,98.6,493,4.8,38.0,1,2.0,1999-03-05,1999-11-18,20.0,258,2
15249485.0,7,84.29,590,5.14,96.43,2,2.0,1999-07-11,1999-12-10,28.57,152,2
15256431.0,2,94.5,189,4.5,340.0,0,1.0,1999-05-31,1999-11-23,0.0,176,0
15256456.0,2,0.0,0,5.5,40.5,2,1.0,1999-05-02,1999-08-01,100.0,91,0
15270374.0,13,411.08,5344,4.31,100.69,0,2.0,1999-01-05,1999-12-30,0.0,359,2
15271661.0,7,127.43,892,5.71,151.0,3,1.0,1999-04-08,1999-07-11,42.86,94,0
15272040.0,2,804.5,1609,5.5,113.0,0,1.0,1999-07-28,1999-08-05,0.0,8,2
15274673.0,29,81.86,2374,5.59,43.14,12,2.0,1999-01-05,1999-08-24,41.38,231,2
15276439.0,6,446.83,2681,5.67,75.5,1,2.0,1999-03-17,1999-12-13,16.67,271,2
15276496.0,4,335.75,1343,3.75,164.5,2,1.0,1999-11-02,1999-12-27,50.0,55,0
15285042.0,4,60.0,240,5.0,39.75,2,1.0,1999-01-03,1999-07-06,50.0,184,0
15286958.0,17,108.71,1848,5.06,71.24,2,2.0,1999-01-19,1999-12-16,11.76,331,2
15287758.0,17,290.59,4940,5.47,128.29,3,2.0,1999-01-19,1999-12-27,17.65,342,2
15288079.0,1,102.0,102,5.0,60.0,0,1.0,1999-05-12,1999-05-12,0.0,0,0
15295538.0,1,0.0,0,6.0,4.0,1,2.0,1999-02-22,1999-02-22,100.0,0,2
15310154.0,14,342.86,4800,6.64,96.43,1,2.0,1999-03-01,1999-09-13,7.14,196,2
15311376.0,1,3.0,3,6.0,214.0,0,2.0,1999-02-10,1999-02-10,0.0,0,2
15313455.0,3,155.0,465,4.33,46.33,1,1.0,1999-03-19,1999-04-19,33.33,31,0
15317126.0,2,202.5,405,5.5,49.5,0,2.0,1999-09-01,1999-11-11,0.0,71,2
15340532.0,9,129.33,1164,5.56,120.89,1,1.0,1999-04-18,1999-12-29,11.11,255,0
15345291.0,1,19.0,19,5.0,66.0,0,0.0,1999-02-02,1999-02-02,0.0,0,0
15366305.0,3,164.0,492,5.67,99.67,0,2.0,1999-01-18,1999-05-20,0.0,122,2
15369473.0,22,458.14,10079,5.09,115.95,2,2.0,1999-01-03,1999-11-02,9.09,303,2
15371578.0,3,65.67,197,5.67,68.0,0,0.0,1999-01-31,1999-02-02,0.0,2,0
15376601.0,3,558.0,1674,5.33,18.67,0,2.0,1999-05-02,1999-12-29,0.0,241,2
15380470.0,2,130.5,261,6.0,71.5,0,1.0,1999-01-22,1999-10-22,0.0,273,0
15380819.0,3,113.67,341,5.67,51.0,1,1.0,1999-01-03,1999-02-16,33.33,44,0
15380892.0,1,289.0,289,6.0,59.0,0,2.0,1999-03-18,1999-03-18,0.0,0,2
15384001.0,9,82.56,743,4.56,37.0,3,1.0,1999-01-19,1999-12-29,33.33,344,0
15384522.0,1,5.0,5,6.0,194.0,0,1.0,1999-02-22,1999-02-22,0.0,0,0
15384589.0,3,114.33,343,6.0,72.0,1,1.0,1999-08-12,1999-11-09,33.33,89,0
15386071.0,7,323.0,2261,5.71,55.86,0,2.0,1999-01-10,1999-06-27,0.0,168,2
15388697.0,3,194.67,584,5.67,66.67,0,2.0,1999-02-04,1999-08-26,0.0,203,2
15389273.0,3,264.67,794,5.0,44.33,0,2.0,1999-02-10,1999-05-16,0.0,95,2
15398027.0,99,242.92,24049,5.76,106.61,9,2.0,1999-01-10,1999-12-30,9.09,354,2
15398316.0,17,74.24,1262,5.41,29.24,10,2.0,1999-02-02,1999-10-25,58.82,265,2
15401318.0,1,0.0,0,6.0,14.0,1,2.0,1999-08-04,1999-08-04,100.0,0,2
15405616.0,46,126.39,5814,5.52,78.59,2,2.0,1999-01-13,1999-12-29,4.35,350,2
15413123.0,8,129.62,1037,5.38,42.25,0,2.0,1999-02-01,1999-12-30,0.0,332,2
15424716.0,1,186.0,186,6.0,261.0,0,2.0,1999-03-03,1999-03-03,0.0,0,2
15429442.0,7,283.29,1983,4.71,69.29,2,1.0,1999-02-11,1999-12-21,28.57,313,0
15437916.0,1,95.0,95,6.0,24.0,0,1.0,1999-01-04,1999-01-04,0.0,0,0
15441082.0,35,140.43,4915,5.37,62.89,6,2.0,1999-01-01,1999-12-02,17.14,335,2
15445232.0,2,0.0,0,5.5,75.0,2,1.0,1999-06-22,1999-08-04,100.0,43,0
15445265.0,12,94.0,1128,5.83,48.83,6,1.0,1999-01-13,1999-11-25,50.0,316,0
15445737.0,2,2.0,4,3.0,98.5,1,1.0,1999-05-28,1999-05-28,50.0,0,0
15447568.0,2,42.0,84,5.5,36.5,0,1.0,1999-11-16,1999-11-23,0.0,7,0
15451958.0,2,2.5,5,2.5,7.0,1,2.0,1999-06-09,1999-06-09,50.0,0,2
15458839.0,16,232.19,3715,5.69,154.31,0,2.0,1999-01-14,1999-12-26,0.0,346,2
15464027.0,1,251.0,251,7.0,6.0,0,1.0,1999-08-12,1999-08-12,0.0,0,0
15467749.0,24,208.12,4995,4.33,169.46,3,2.0,1999-01-28,1999-12-22,12.5,328,2
15473366.0,2,52.0,104,4.5,546.5,0,1.0,1999-05-18,1999-05-18,0.0,0,0
15474919.0,10,44.4,444,7.5,33.6,8,1.0,1999-01-21,1999-12-06,80.0,319,0
15481054.0,7,16.71,117,5.14,75.14,3,1.0,1999-04-15,1999-12-02,42.86,231,0
15484447.0,2,244.5,489,5.0,33.0,0,2.0,1999-10-11,1999-11-11,0.0,31,2
15489156.0,1,78.0,78,6.0,127.0,0,1.0,1999-06-06,1999-06-06,0.0,0,0
15499676.0,1,539.0,539,6.0,53.0,0,2.0,1999-02-07,1999-02-07,0.0,0,2
15502388.0,8,71.62,573,5.38,211.62,3,1.0,1999-04-28,1999-05-06,37.5,8,0
15504814.0,4,100.5,402,5.5,54.75,1,2.0,1999-02-11,1999-12-03,25.0,295,2
15519523.0,12,175.92,2111,5.67,45.08,1,2.0,1999-05-09,1999-11-09,8.33,184,2
15523988.0,3,120.0,360,4.67,52.0,0,1.0,1999-06-28,1999-12-08,0.0,163,0
15523996.0,1,379.0,379,6.0,43.0,0,1.0,1999-07-19,1999-07-19,0.0,0,0
15524366.0,2,560.0,1120,5.5,86.0,1,2.0,1999-06-28,1999-06-28,50.0,0,2
15526544.0,3,495.33,1486,5.67,60.33,0,2.0,1999-01-19,1999-08-01,0.0,194,2
15534308.0,1,0.0,0,5.0,62.0,1,1.0,1999-08-18,1999-08-18,100.0,0,0
15534316.0,14,129.86,1818,3.93,77.14,4,1.0,1999-02-04,1999-06-30,28.57,146,0
15538002.0,32,219.25,7016,5.53,62.06,1,2.0,1999-01-13,1999-12-27,3.12,348,2
15538044.0,1,280.0,280,6.0,205.0,0,1.0,1999-03-01,1999-03-01,0.0,0,0
15539760.0,3,3.0,9,5.0,43.0,3,1.0,1999-07-01,1999-11-18,100.0,140,0
15540404.0,1,3.0,3,6.0,30.0,0,1.0,1999-01-04,1999-01-04,0.0,0,0
15541444.0,4,206.5,826,4.0,55.75,1,1.0,1999-01-03,1999-05-31,25.0,148,0
15541683.0,11,34.09,375,4.55,110.27,5,1.0,1999-01-06,1999-12-16,45.45,344,0
15543903.0,7,137.71,964,5.14,102.0,4,1.0,1999-03-08,1999-12-09,57.14,276,0
15548373.0,1,200.0,200,5.0,330.0,0,1.0,1999-12-12,1999-12-12,0.0,0,0
15555600.0,1,51.0,51,6.0,43.0,0,1.0,1999-02-01,1999-02-01,0.0,0,0
15571748.0,1,108.0,108,6.0,5.0,0,1.0,1999-02-28,1999-02-28,0.0,0,0
15571763.0,2,34.5,69,5.5,21.5,0,1.0,1999-08-17,1999-10-03,0.0,47,0
15572035.0,9,215.67,1941,3.89,165.33,1,2.0,1999-01-31,1999-12-23,11.11,326,2
15574221.0,6,136.33,818,5.83,90.0,0,2.0,1999-01-05,1999-12-21,0.0,350,2
15575475.0,11,227.64,2504,5.64,49.09,3,2.0,1999-02-19,1999-12-09,27.27,293,2
15575855.0,21,105.67,2219,5.67,139.24,2,1.0,1999-01-19,1999-12-08,9.52,323,0
15576689.0,17,276.06,4693,5.12,65.53,2,2.0,1999-01-13,1999-12-07,11.76,328,2
15578297.0,15,221.0,3315,4.73,83.6,4,2.0,1999-01-09,1999-11-30,26.67,325,2
15580574.0,12,237.92,2855,5.75,116.92,1,1.0,1999-01-14,1999-10-26,8.33,285,0
15588221.0,19,69.37,1318,5.26,51.58,3,2.0,1999-01-01,1999-12-25,15.79,358,2
15588239.0,9,45.78,412,4.67,55.67,6,1.0,1999-10-15,1999-11-14,66.67,30,0
15591118.0,2,21.0,42,5.0,65.0,0,2.0,1999-03-03,1999-06-28,0.0,117,2
15591944.0,5,77.6,388,5.6,38.8,3,1.0,1999-04-13,1999-11-01,60.0,202,0
15605777.0,2,406.0,812,6.0,31.0,0,2.0,1999-02-02,1999-03-01,0.0,27,2
15614282.0,7,105.14,736,5.14,55.14,3,1.0,1999-03-01,1999-09-01,42.86,184,0
15618572.0,7,135.57,949,5.57,102.43,0,1.0,1999-01-04,1999-12-10,0.0,340,0
15618671.0,6,61.33,368,5.33,101.17,1,1.0,1999-02-15,1999-05-13,16.67,87,0
15618861.0,1,9.0,9,5.0,271.0,0,1.0,1999-05-24,1999-05-24,0.0,0,0
15619836.0,3,173.33,520,6.0,10.67,0,1.0,1999-01-27,1999-01-28,0.0,1,0
15621063.0,10,194.3,1943,5.1,93.8,2,2.0,1999-01-04,1999-10-14,20.0,283,2
15621881.0,1,0.0,0,5.0,54.0,1,1.0,1999-08-09,1999-08-09,100.0,0,0
15622483.0,1,138.0,138,6.0,17.0,0,1.0,1999-01-17,1999-01-17,0.0,0,0
15624257.0,1,86.0,86,5.0,233.0,0,2.0,1999-12-12,1999-12-12,0.0,0,2
15624265.0,2,15.5,31,3.5,67.5,1,2.0,1999-04-13,1999-04-13,50.0,0,2
15625015.0,5,145.8,729,5.2,58.4,0,2.0,1999-07-13,1999-12-02,0.0,142,2
15628373.0,7,96.43,675,5.43,105.43,0,1.0,1999-02-07,1999-08-27,0.0,201,0
15628399.0,1,59.0,59,6.0,10.0,0,1.0,1999-10-15,1999-10-15,0.0,0,0
15628571.0,1,86.0,86,6.0,25.0,0,1.0,1999-06-29,1999-06-29,0.0,0,0
15638521.0,4,170.25,681,5.25,279.0,2,1.0,1999-07-26,1999-08-11,50.0,16,0
15642143.0,5,112.6,563,4.8,92.6,1,1.0,1999-04-19,1999-07-25,20.0,97,0
15647431.0,7,878.0,6146,5.71,60.86,2,2.0,1999-01-16,1999-11-23,28.57,311,2
15654940.0,18,266.72,4801,5.61,114.33,4,1.0,1999-01-13,1999-12-05,22.22,326,0
15659022.0,20,64.45,1289,4.75,121.25,8,1.0,1999-04-04,1999-11-29,40.0,239,0
15663263.0,3,109.0,327,5.67,45.33,0,2.0,1999-07-23,1999-12-22,0.0,152,2
15667314.0,4,24.75,99,4.25,29.0,2,1.0,1999-02-10,1999-12-26,50.0,319,0
15671118.0,1,357.0,357,5.0,88.0,0,2.0,1999-09-23,1999-09-23,0.0,0,2
15671126.0,2,439.0,878,4.5,136.5,0,1.0,1999-10-04,1999-10-04,0.0,0,0
15672835.0,16,177.44,2839,4.81,77.12,3,2.0,1999-03-10,1999-09-02,18.75,176,2
15674229.0,3,320.67,962,4.0,260.33,0,1.0,1999-10-15,1999-11-26,0.0,42,0
15676000.0,2,1.5,3,4.5,29.5,1,1.0,1999-02-06,1999-05-02,50.0,85,0
15676471.0,2,17.5,35,5.5,228.0,0,1.0,1999-01-18,1999-04-25,0.0,97,0
15678741.0,6,25.83,155,5.33,52.0,2,2.0,1999-05-06,1999-11-02,33.33,180,2
15681620.0,4,218.25,873,5.75,54.0,0,2.0,1999-05-10,1999-12-19,0.0,223,2
15692726.0,1,224.0,224,4.0,64.0,0,1.0,1999-11-16,1999-11-16,0.0,0,0
15696776.0,68,93.62,6366,5.34,76.18,5,2.0,1999-01-03,1999-12-28,7.35,359,2
15703895.0,2,155.5,311,5.0,249.0,0,1.0,1999-05-23,1999-05-23,0.0,0,0
15708852.0,6,112.17,673,5.67,68.0,0,2.0,1999-01-27,1999-10-25,0.0,271,2
15709488.0,5,60.8,304,5.4,130.4,1,1.0,1999-02-03,1999-03-04,20.0,29,0
15709884.0,8,287.0,2296,5.62,74.38,0,2.0,1999-02-11,1999-11-23,0.0,285,2
15718026.0,2,0.0,0,6.0,69.5,2,1.0,1999-01-05,1999-06-30,100.0,176,0
15718448.0,15,79.53,1193,5.47,91.2,4,1.0,1999-01-04,1999-11-17,26.67,317,0
15720535.0,3,166.33,499,6.0,75.0,0,2.0,1999-04-26,1999-09-05,0.0,132,2
15731052.0,4,155.25,621,5.0,117.0,0,2.0,1999-03-29,1999-07-13,0.0,106,2
15731078.0,1,0.0,0,6.0,1.0,1,1.0,1999-06-28,1999-06-28,100.0,0,0
15731144.0,3,14.0,42,3.67,80.0,2,1.0,1999-08-02,1999-08-12,66.67,10,0
